age,gender,height,weight,workout_days,workout_minutes,daily_calories,protein_intake,sleep_hours,future_weight
46,0,1.75,64.6,2,63,1483.0,106.0,6.2,64.45
28,0,1.675,81.5,6,38,2440.0,202.0,5.5,84.0
39,1,1.688,70.3,1,81,1631.0,93.0,8.2,70.62
36,1,1.615,52.6,5,2,2168.0,79.0,7.1,56.37
42,1,1.846,80.3,6,49,2453.0,116.0,7.7,81.67
21,1,1.732,65.6,3,37,1789.0,159.0,5.7,65.2
36,1,1.771,112.5,3,69,2483.0,211.0,8.0,113.52
40,0,1.624,77.1,1,84,1895.0,151.0,8.7,78.81
18,0,1.614,65.1,2,42,1780.0,119.0,7.1,65.72
19,0,1.73,69.7,2,36,1513.0,108.0,6.5,69.47
18,1,1.69,73.9,4,68,2320.0,127.0,6.1,74.39
28,0,1.717,84.2,1,19,1757.0,100.0,8.0,84.19
36,1,1.786,58.2,3,60,2320.0,139.0,8.3,61.93
44,1,1.704,76.5,1,54,1968.0,115.0,6.7,76.75
31,0,1.595,64.3,0,51,1300.0,77.0,6.5,63.39
45,0,1.636,53.3,2,38,1376.0,59.0,7.1,53.6
18,1,1.817,91.3,5,13,2301.0,207.0,6.8,91.98
18,1,1.752,100.6,0,74,2550.0,188.0,5.6,101.91
30,1,1.866,91.7,3,68,2677.0,163.0,5.0,92.0
33,0,1.597,73.9,2,54,1616.0,68.0,6.8,73.97
30,1,1.758,94.1,3,60,2474.0,163.0,6.3,95.65
18,0,1.648,58.1,3,52,1918.0,91.0,7.8,59.43
29,1,1.809,56.9,3,75,2124.0,84.0,6.1,58.11
18,1,1.805,89.9,4,51,2493.0,191.0,4.3,90.35
36,1,1.727,70.5,3,54,2060.0,82.0,6.8,72.02
33,1,1.723,54.8,3,58,1844.0,63.0,7.8,54.42
22,1,1.805,78.1,0,47,1566.0,72.0,9.1,76.85
25,0,1.627,69.5,0,53,1999.0,82.0,9.3,72.51
20,0,1.552,60.2,0,52,1646.0,61.0,6.5,61.12
29,0,1.682,63.6,2,41,1982.0,122.0,6.0,64.75
39,0,1.675,67.0,4,36,2275.0,91.0,7.1,69.42
21,0,1.589,64.3,2,51,1957.0,107.0,7.6,65.72
35,0,1.672,50.7,4,49,1300.0,77.0,6.4,50.66
25,0,1.652,66.2,4,76,1786.0,134.0,6.5,67.59
23,1,1.73,59.8,1,36,1727.0,108.0,8.4,60.05
29,1,1.733,80.2,5,44,2280.0,137.0,5.9,81.6
21,1,1.855,63.0,1,59,2722.0,133.0,7.1,66.89
25,1,1.758,88.7,1,63,2142.0,119.0,8.2,89.41
19,1,1.696,66.6,4,52,2236.0,104.0,8.3,67.96
48,0,1.578,53.5,4,71,1615.0,95.0,8.2,54.96
30,1,1.732,71.1,2,53,2002.0,128.0,9.5,72.94
24,1,1.674,58.2,4,38,2383.0,60.0,7.7,60.5
32,1,1.698,68.2,6,54,1402.0,148.0,7.0,66.93
29,1,1.881,73.6,3,70,2225.0,104.0,6.0,73.66
28,1,1.787,68.6,3,74,2571.0,128.0,6.4,70.82
36,1,1.768,79.2,4,74,1913.0,109.0,4.7,78.1
37,1,1.743,62.2,3,59,2085.0,131.0,7.4,63.14
25,1,1.78,63.7,4,60,2214.0,131.0,7.5,65.05
25,0,1.576,63.6,6,67,1650.0,137.0,6.8,64.29
28,0,1.614,64.2,1,22,1583.0,109.0,6.0,64.07
18,1,1.768,79.1,4,41,2807.0,125.0,7.1,82.48
18,1,1.821,78.9,1,61,2244.0,74.0,6.9,79.09
42,1,1.762,75.8,6,35,1773.0,133.0,6.3,76.03
45,0,1.604,64.3,0,78,1799.0,122.0,7.1,68.09
28,1,1.717,73.6,3,76,2328.0,140.0,8.1,74.79
35,1,1.621,45.0,6,44,2068.0,74.0,6.7,46.62
33,0,1.693,51.2,0,37,1463.0,132.0,6.5,52.22
58,1,1.82,105.6,3,64,2660.0,207.0,6.7,107.79
40,1,1.702,67.6,6,29,2088.0,102.0,6.7,68.45
29,1,1.74,86.3,6,58,2668.0,130.0,7.6,87.94
21,0,1.645,63.0,5,112,2033.0,87.0,7.5,63.8
18,0,1.642,65.5,5,35,1771.0,110.0,7.6,66.04
32,0,1.758,71.0,5,39,2498.0,161.0,7.0,74.12
23,1,1.768,104.1,0,43,2915.0,173.0,7.3,106.88
18,1,1.752,77.6,6,37,2106.0,179.0,5.2,76.66
24,0,1.613,57.7,5,38,1300.0,134.0,6.0,56.92
20,0,1.562,45.0,4,89,1811.0,101.0,7.1,47.06
45,1,1.637,83.5,5,56,2144.0,190.0,7.2,84.88
38,0,1.664,62.6,0,73,1300.0,94.0,8.1,62.87
30,1,1.692,76.6,6,79,2899.0,138.0,6.6,79.82
43,1,1.766,84.8,3,19,3006.0,95.0,5.0,88.38
31,0,1.605,56.2,2,40,1409.0,102.0,7.7,56.6
22,1,1.638,73.7,3,37,1946.0,126.0,5.0,73.56
44,0,1.627,55.4,2,2,1374.0,128.0,6.7,55.57
35,1,1.721,60.2,4,64,1889.0,95.0,5.2,59.3
21,1,1.733,88.5,6,61,2832.0,119.0,9.2,91.36
28,0,1.698,70.0,3,81,2017.0,78.0,5.8,70.5
22,0,1.62,71.4,0,64,2284.0,142.0,7.1,73.6
18,1,1.789,81.2,4,3,2690.0,139.0,6.9,84.19
38,1,1.716,80.1,3,41,2332.0,121.0,5.2,80.17
47,0,1.678,49.1,4,42,1300.0,90.0,8.7,49.58
18,1,1.814,71.7,6,65,2670.0,94.0,7.8,74.08
35,0,1.498,51.1,6,2,1300.0,71.0,6.6,51.77
24,0,1.658,56.6,2,66,1589.0,125.0,5.7,55.98
26,1,1.764,79.6,4,71,2212.0,137.0,5.9,79.7
25,1,1.833,95.4,6,50,2920.0,175.0,5.2,97.28
22,1,1.746,87.2,0,39,2485.0,131.0,6.8,89.0
30,0,1.562,57.8,3,79,1832.0,83.0,7.4,60.25
23,1,1.757,77.7,2,27,1951.0,105.0,8.5,78.87
32,1,1.753,80.0,4,78,2822.0,103.0,8.0,83.01
30,1,1.778,84.3,1,73,2596.0,163.0,8.0,87.71
28,0,1.739,63.2,2,66,2122.0,111.0,7.5,65.1
22,1,1.673,87.3,2,91,2028.0,121.0,7.4,87.41
25,1,1.86,95.2,0,55,2436.0,167.0,6.9,96.38
37,0,1.632,77.2,0,67,2294.0,94.0,7.9,81.02
35,0,1.52,68.2,4,54,1999.0,139.0,6.4,70.71
21,0,1.619,68.8,1,49,1753.0,86.0,7.0,69.68
31,1,1.789,64.0,2,66,2276.0,105.0,7.3,66.35
37,1,1.87,82.5,4,49,2152.0,116.0,7.9,82.35
18,0,1.542,45.0,5,56,1625.0,106.0,6.5,45.71
35,1,1.724,79.9,1,56,2384.0,163.0,9.0,82.53
24,0,1.579,55.7,4,47,1698.0,110.0,9.8,58.05
35,0,1.66,67.7,2,70,1681.0,106.0,5.4,67.76
23,1,1.779,93.5,4,20,2480.0,137.0,7.6,94.92
18,0,1.567,51.9,0,41,1300.0,82.0,8.5,51.77
18,0,1.588,58.2,0,36,1520.0,73.0,6.5,58.24
30,1,1.833,79.2,3,61,2358.0,152.0,7.8,80.06
32,1,1.801,59.3,1,50,2466.0,88.0,6.4,62.58
22,1,1.73,68.6,5,27,1933.0,120.0,6.4,68.98
36,1,1.661,49.4,2,64,1373.0,84.0,7.0,48.92
18,1,1.779,68.6,1,60,1624.0,143.0,6.0,67.38
29,0,1.649,76.2,0,56,1638.0,113.0,6.8,75.94
19,0,1.589,65.9,5,71,2578.0,156.0,6.0,69.62
24,1,1.749,67.6,2,65,2772.0,128.0,7.1,70.77
30,1,1.844,83.2,3,50,2690.0,159.0,7.2,85.44
22,0,1.572,51.0,0,63,1612.0,66.0,7.3,52.23
27,1,1.779,76.0,0,82,1840.0,82.0,7.6,75.71
39,0,1.657,99.8,5,52,2586.0,168.0,7.4,101.11
25,1,1.757,93.6,1,80,2744.0,109.0,8.0,96.42
38,1,1.73,69.2,6,93,2188.0,78.0,6.4,69.32
20,1,1.787,75.2,4,62,2164.0,113.0,8.1,75.09
35,0,1.68,53.2,6,35,1300.0,68.0,7.6,52.59
43,1,1.675,60.8,1,49,1788.0,115.0,7.0,62.19
18,0,1.591,66.0,0,58,1677.0,73.0,6.5,66.77
23,1,1.811,75.5,1,55,2284.0,73.0,5.3,76.19
35,1,1.765,83.8,4,58,2331.0,122.0,5.8,84.49
28,1,1.877,107.9,3,79,2589.0,193.0,8.9,109.06
33,0,1.7,73.7,2,38,2143.0,105.0,5.8,75.49
25,0,1.631,65.8,0,62,1404.0,118.0,6.3,65.67
31,1,1.772,57.9,1,73,1955.0,103.0,6.8,59.28
29,1,1.688,75.4,0,50,1976.0,121.0,7.1,76.85
41,1,1.889,76.5,2,34,2250.0,104.0,6.7,78.62
32,1,1.829,78.6,1,51,2048.0,133.0,7.8,80.69
33,1,1.752,84.3,3,34,2655.0,64.0,7.4,86.74
26,0,1.595,69.1,2,41,1877.0,107.0,7.7,70.37
26,0,1.631,59.5,4,67,2469.0,126.0,8.6,63.76
26,1,1.818,75.2,4,60,2537.0,108.0,7.3,77.15
34,1,1.593,57.0,0,69,1912.0,92.0,6.8,58.63
26,0,1.613,48.5,4,65,1300.0,54.0,4.7,47.2
33,0,1.573,54.5,1,51,1490.0,99.0,9.6,56.44
49,1,1.743,51.5,4,35,1733.0,84.0,9.0,53.45
38,1,1.775,85.4,3,61,1919.0,128.0,8.5,85.7
27,1,1.666,71.1,5,44,2461.0,113.0,7.3,73.74
41,1,1.889,98.2,1,52,2252.0,160.0,7.0,98.64
26,1,1.843,66.5,5,41,2538.0,105.0,7.1,69.16
18,1,1.746,62.9,0,73,1976.0,97.0,7.5,64.08
21,0,1.686,65.6,0,10,1760.0,70.0,8.0,66.87
18,1,1.832,79.1,6,65,2169.0,125.0,6.3,78.56
27,1,1.899,81.6,4,58,2488.0,143.0,6.7,82.69
30,1,1.827,77.7,4,73,2459.0,124.0,6.8,79.14
45,0,1.701,86.2,0,31,1338.0,140.0,7.7,86.01
33,0,1.703,71.9,1,54,2066.0,126.0,8.2,73.69
28,1,1.703,92.3,2,46,2822.0,164.0,8.5,96.07
37,1,1.677,82.6,0,52,1888.0,143.0,7.4,82.93
18,0,1.663,84.9,6,55,2465.0,85.0,9.1,87.07
32,1,1.772,62.8,3,45,2122.0,77.0,7.2,63.4
37,1,1.749,84.9,1,53,1963.0,184.0,9.0,87.06
18,1,1.817,74.8,2,80,2399.0,144.0,8.2,76.55
40,1,1.846,63.1,6,84,2732.0,104.0,6.7,65.42
33,1,1.653,82.0,6,60,2809.0,158.0,9.6,86.65
26,0,1.685,63.1,2,84,2313.0,87.0,5.6,65.29
36,0,1.616,53.9,6,26,1300.0,111.0,8.8,54.32
50,1,1.727,66.0,1,71,1300.0,80.0,6.9,64.33
32,0,1.645,57.1,0,59,1401.0,93.0,5.1,55.86
32,1,1.831,73.0,2,48,1795.0,111.0,9.8,73.33
26,1,1.67,60.9,3,67,2747.0,116.0,7.5,65.23
22,0,1.554,70.8,5,58,1839.0,179.0,6.9,72.66
37,0,1.65,61.0,1,43,1717.0,96.0,6.9,62.5
22,1,1.72,88.8,4,69,2308.0,87.0,8.3,89.33
31,1,1.815,89.0,5,54,2563.0,155.0,7.2,90.28
26,0,1.643,69.8,0,41,1300.0,102.0,9.4,69.74
34,0,1.701,77.4,6,71,2321.0,70.0,6.6,79.61
33,0,1.537,58.2,1,21,1895.0,75.0,5.9,59.58
39,1,1.807,94.9,3,88,2212.0,176.0,7.5,94.14
25,1,1.812,87.0,5,73,2787.0,177.0,7.6,90.07
28,1,1.716,51.5,5,17,1890.0,111.0,6.0,52.0
21,1,1.616,66.6,2,79,2264.0,144.0,5.6,67.56
26,0,1.581,70.4,0,57,1897.0,98.0,6.2,71.68
33,1,1.765,70.7,0,14,1698.0,82.0,6.7,69.88
37,1,1.799,81.9,1,18,2242.0,81.0,6.3,82.03
22,0,1.682,61.8,1,66,2026.0,96.0,8.6,64.17
38,1,1.73,58.4,3,33,1602.0,84.0,6.8,58.21
42,1,1.901,66.4,6,38,2193.0,98.0,8.7,68.16
34,0,1.529,45.0,6,57,1528.0,59.0,4.7,45.8
47,0,1.709,78.9,4,65,2043.0,120.0,7.6,80.48
23,0,1.573,47.2,1,59,1377.0,60.0,7.4,47.93
19,1,1.736,65.8,5,37,2073.0,97.0,8.5,66.15
18,0,1.709,63.2,1,40,1594.0,136.0,7.0,62.37
43,0,1.533,53.5,1,34,1300.0,83.0,6.1,53.24
36,1,1.8,61.8,6,60,2561.0,107.0,7.4,64.4
29,1,1.857,90.2,3,59,2620.0,170.0,7.4,92.12
33,0,1.561,47.4,2,63,1300.0,69.0,6.4,47.55
20,1,1.767,88.7,4,59,2116.0,160.0,6.9,89.07
52,0,1.587,57.2,3,57,1300.0,108.0,6.7,57.51
31,1,1.796,75.6,1,73,1630.0,91.0,9.0,75.01
31,1,1.911,84.5,2,57,2345.0,125.0,7.0,85.04
37,1,1.733,75.6,1,73,2204.0,78.0,7.0,77.48
34,0,1.617,66.3,3,47,1661.0,83.0,6.9,66.94
32,1,1.721,70.4,0,39,1714.0,87.0,6.7,69.79
23,1,1.726,75.7,1,79,2054.0,126.0,7.4,75.84
34,0,1.559,63.2,6,46,1871.0,89.0,6.3,64.96
47,0,1.601,55.7,2,53,1737.0,92.0,7.0,57.76
42,0,1.641,68.9,4,38,2188.0,108.0,5.4,71.75
44,1,1.647,79.1,0,95,2022.0,110.0,7.4,79.97
25,1,1.813,88.2,1,24,2624.0,158.0,7.4,89.53
21,0,1.671,79.7,1,75,1747.0,170.0,5.9,79.87
29,0,1.561,62.2,2,18,1844.0,64.0,7.8,63.15
31,1,1.863,73.4,6,47,2830.0,142.0,6.7,76.77
40,1,1.661,57.8,6,70,2049.0,145.0,8.7,59.74
18,0,1.645,73.0,0,89,1311.0,134.0,6.9,72.67
44,1,1.779,89.0,0,50,2093.0,152.0,8.6,90.35
29,0,1.571,86.4,0,44,1612.0,75.0,7.8,85.56
26,1,1.65,74.4,1,59,1801.0,147.0,5.8,74.61
21,1,1.789,63.0,0,88,2533.0,131.0,6.5,66.09
18,0,1.601,54.8,1,58,1631.0,98.0,8.9,56.02
37,1,1.616,84.1,1,65,2258.0,157.0,8.1,86.48
31,1,1.816,76.5,5,42,2522.0,158.0,6.0,78.56
18,1,1.821,80.5,0,73,2100.0,140.0,7.7,80.9
18,1,1.738,62.2,3,24,2524.0,120.0,6.4,65.96
27,0,1.703,83.6,6,80,2105.0,96.0,6.8,84.48
45,0,1.634,69.4,4,82,1922.0,177.0,8.7,71.55
28,0,1.517,48.1,4,95,2248.0,100.0,7.6,51.76
18,1,1.728,60.9,3,82,1785.0,120.0,5.8,59.72
28,1,1.692,74.9,0,44,2139.0,122.0,7.2,76.73
28,1,1.757,79.7,1,84,2423.0,68.0,8.4,81.02
18,0,1.533,65.8,2,78,1583.0,51.0,7.5,65.7
30,0,1.657,69.4,3,41,2618.0,125.0,7.1,73.89
28,0,1.71,67.1,4,59,2033.0,112.0,6.5,69.8
36,1,1.849,77.0,4,0,2334.0,148.0,7.1,79.04
47,1,1.773,75.2,1,27,2506.0,108.0,4.0,77.89
40,1,1.733,68.6,4,71,1708.0,106.0,7.2,67.54
28,1,1.82,78.3,4,88,2526.0,122.0,6.0,79.15
20,1,1.867,83.8,1,71,2096.0,115.0,5.8,83.14
53,0,1.595,56.7,0,56,1515.0,64.0,7.5,57.84
31,1,1.79,85.3,6,34,2745.0,109.0,7.3,87.08
30,1,1.66,60.6,5,68,1675.0,116.0,6.9,60.01
30,1,1.795,70.9,6,17,1632.0,140.0,7.0,69.36
32,0,1.762,67.7,4,65,1892.0,45.0,6.4,68.46
29,0,1.638,59.7,5,37,1842.0,100.0,5.1,60.38
25,0,1.69,71.7,5,70,1795.0,117.0,7.0,71.36
25,0,1.633,70.8,0,71,1630.0,117.0,7.8,70.87
30,1,1.728,83.4,2,44,2607.0,145.0,5.9,85.63
25,0,1.719,83.3,0,74,1740.0,145.0,6.5,83.48
24,1,1.831,84.6,1,20,2535.0,120.0,7.0,86.17
31,1,1.678,56.1,1,52,2169.0,73.0,6.9,58.35
28,0,1.708,66.4,1,71,1876.0,63.0,7.1,67.63
44,0,1.667,59.8,4,67,1575.0,99.0,7.2,60.25
18,1,1.785,95.3,3,44,2264.0,100.0,6.0,94.38
40,1,1.724,95.1,4,73,2370.0,131.0,7.6,96.3
41,1,1.773,86.5,0,73,2262.0,88.0,6.6,87.96
18,1,1.822,92.0,2,32,2800.0,188.0,7.9,95.55
27,1,1.674,73.2,2,53,1929.0,83.0,7.3,73.69
27,1,1.712,76.2,2,59,1995.0,97.0,7.5,76.19
18,1,1.773,57.9,5,59,2323.0,113.0,8.2,59.94
23,0,1.698,69.8,2,71,1513.0,139.0,7.6,69.53
20,1,1.7,61.6,5,47,2477.0,92.0,7.9,63.52
46,1,1.903,90.7,3,88,2369.0,193.0,8.8,91.17
38,1,1.9,83.7,6,47,2603.0,135.0,5.8,85.39
41,0,1.558,78.8,2,32,1610.0,156.0,6.4,79.13
36,1,1.739,86.3,5,50,2402.0,146.0,6.5,87.28
20,1,1.712,74.7,4,60,2570.0,90.0,8.5,77.53
25,1,1.755,70.2,2,31,2218.0,90.0,7.1,72.2
34,0,1.627,77.5,1,49,1826.0,116.0,6.3,77.84
19,0,1.668,67.2,0,30,1589.0,126.0,6.0,68.09
36,0,1.613,63.3,4,69,1424.0,119.0,7.9,62.61
28,0,1.59,58.3,3,51,1436.0,122.0,7.5,58.74
27,0,1.595,57.6,4,7,1577.0,84.0,5.5,57.77
36,0,1.753,73.1,1,76,1919.0,72.0,6.4,74.47
34,1,1.786,58.2,2,32,1746.0,106.0,4.9,58.13
27,1,1.779,57.6,2,108,2474.0,101.0,8.0,60.23
40,0,1.599,63.9,3,41,1646.0,101.0,7.1,65.67
20,1,1.745,88.1,6,43,2306.0,135.0,6.9,88.28
36,1,1.74,75.4,0,58,2428.0,102.0,5.5,77.62
35,0,1.692,59.6,2,7,1328.0,80.0,6.4,58.08
27,1,1.758,55.2,5,64,2386.0,104.0,7.8,56.76
33,0,1.775,84.9,3,69,2554.0,155.0,6.8,87.12
19,0,1.628,55.9,6,73,2087.0,127.0,6.5,57.62
38,1,1.839,89.7,6,61,2116.0,153.0,8.9,90.49
28,0,1.561,63.1,6,57,2282.0,120.0,5.3,65.57
25,1,1.774,80.1,2,25,1926.0,80.0,6.4,80.15
39,1,1.866,85.6,5,65,2242.0,147.0,6.2,85.38
24,1,1.789,79.1,6,54,1966.0,154.0,7.7,79.51
18,0,1.757,70.9,4,46,1909.0,98.0,7.4,71.69
18,0,1.643,58.6,3,34,1628.0,126.0,7.0,59.17
35,1,1.631,56.1,3,65,1913.0,77.0,5.9,57.45
18,0,1.657,51.3,3,49,1498.0,91.0,7.4,51.48
46,1,1.769,77.1,2,17,3116.0,126.0,5.1,81.97
18,0,1.667,82.5,3,51,2129.0,108.0,6.7,83.78
45,1,1.78,85.2,4,40,2669.0,135.0,6.5,88.12
32,0,1.613,62.9,0,73,1854.0,96.0,8.1,64.21
29,1,1.776,64.8,0,52,2153.0,99.0,7.7,66.64
25,1,1.719,83.2,1,50,1837.0,83.0,7.7,83.24
34,1,1.849,79.5,4,61,2942.0,141.0,7.3,83.1
30,0,1.636,83.5,4,88,2298.0,166.0,8.5,85.92
40,1,1.733,58.3,3,63,1861.0,114.0,8.0,59.83
31,0,1.604,56.0,6,39,1784.0,117.0,5.9,57.53
31,1,1.779,64.2,1,24,1952.0,77.0,6.6,64.36
27,1,1.773,56.6,5,82,2194.0,113.0,7.8,57.36
29,1,1.787,67.1,5,6,1454.0,80.0,7.4,66.55
33,0,1.66,66.3,4,55,2068.0,107.0,7.1,68.05
18,1,1.648,57.2,4,102,2469.0,75.0,7.5,59.31
18,0,1.606,45.0,4,19,1440.0,95.0,5.0,44.96
37,0,1.743,89.8,2,33,1991.0,144.0,7.5,91.44
32,0,1.606,45.1,4,59,1300.0,49.0,8.3,45.21
28,1,1.871,92.7,5,39,2988.0,143.0,7.9,95.76
30,0,1.7,69.8,2,53,2425.0,75.0,9.8,73.19
33,0,1.567,79.7,6,64,2269.0,122.0,7.6,81.34
25,1,1.732,82.6,5,66,2517.0,129.0,6.9,83.1
23,0,1.665,61.3,4,77,2010.0,118.0,8.8,63.31
32,1,1.829,72.9,6,23,2570.0,150.0,6.1,74.85
21,1,1.706,85.2,5,80,2739.0,100.0,6.6,86.65
34,1,1.705,56.4,0,82,1926.0,79.0,7.0,57.53
18,1,1.829,86.0,6,72,2992.0,135.0,6.2,88.32
39,1,1.628,64.2,2,32,2132.0,74.0,7.8,64.96
34,1,1.653,62.7,6,31,1890.0,106.0,8.1,64.58
32,0,1.702,67.4,2,61,1886.0,128.0,6.6,68.73
39,1,1.781,80.0,6,68,2097.0,109.0,7.5,80.18
45,1,1.794,82.6,3,79,1835.0,158.0,7.4,81.73
39,1,1.739,74.2,4,45,2305.0,88.0,7.5,75.83
18,0,1.566,59.1,1,68,1913.0,124.0,6.8,61.22
18,0,1.688,71.1,6,66,2382.0,124.0,6.3,73.34
24,0,1.664,56.9,1,42,1756.0,73.0,8.6,58.71
30,0,1.511,55.5,1,46,1381.0,98.0,6.3,55.88
35,1,1.769,69.2,1,23,2127.0,167.0,6.7,70.73
23,0,1.584,52.2,0,34,1300.0,103.0,8.2,51.8
32,1,1.844,80.6,1,42,2371.0,122.0,7.1,82.13
23,1,1.656,63.5,5,65,2118.0,139.0,9.6,66.3
24,0,1.609,64.3,3,100,1796.0,157.0,6.0,64.36
18,1,1.791,85.9,1,65,2339.0,121.0,6.2,85.9
22,0,1.633,61.8,3,30,1989.0,105.0,6.8,64.62
18,0,1.676,72.0,2,45,2047.0,93.0,8.0,73.59
21,1,1.798,80.7,6,76,2805.0,128.0,7.2,81.92
39,1,1.703,62.6,5,39,2653.0,103.0,7.7,66.52
21,1,1.869,82.4,4,85,2597.0,123.0,8.9,83.86
54,0,1.712,81.2,6,69,1841.0,173.0,4.7,81.98
34,0,1.682,72.9,6,50,2225.0,79.0,5.2,74.97
32,1,1.685,71.4,1,17,1580.0,111.0,6.4,70.91
22,1,1.687,57.8,3,75,2224.0,95.0,6.9,59.89
36,0,1.596,78.2,5,68,1801.0,119.0,5.6,78.1
25,0,1.725,67.4,3,64,2417.0,130.0,8.5,71.7
31,1,1.737,55.4,4,109,2365.0,111.0,7.2,57.63
53,1,1.792,85.5,2,36,2036.0,136.0,8.5,86.27
29,0,1.461,46.8,1,85,1451.0,78.0,7.0,48.52
40,1,1.778,71.5,3,51,2002.0,115.0,7.0,72.32
24,1,1.685,58.8,6,60,2114.0,119.0,6.0,59.65
30,0,1.615,81.3,1,61,1903.0,170.0,7.1,82.26
46,0,1.662,76.0,5,72,1959.0,157.0,8.4,77.47
24,1,1.737,75.8,0,41,2044.0,173.0,7.7,77.75
46,1,1.777,78.0,6,103,2734.0,158.0,7.8,80.54
36,1,1.767,81.6,3,33,2222.0,79.0,6.6,82.4
25,1,1.762,93.3,2,48,2855.0,167.0,6.1,95.23
36,0,1.61,59.9,5,92,1300.0,89.0,6.4,58.61
39,1,1.739,56.1,4,79,1900.0,122.0,7.6,57.06
36,0,1.652,72.5,3,48,2032.0,111.0,5.9,74.11
18,0,1.652,70.6,0,69,1922.0,73.0,6.8,71.42
23,1,1.728,74.0,4,33,2293.0,132.0,6.2,75.59
28,1,1.787,85.4,2,39,1742.0,126.0,6.0,84.43
29,1,1.671,62.3,1,48,1300.0,106.0,8.1,60.91
36,0,1.616,63.0,1,84,1300.0,105.0,7.2,63.49
32,0,1.628,60.7,3,13,1933.0,108.0,8.3,62.65
18,1,1.673,61.9,4,73,1797.0,113.0,6.7,60.74
33,0,1.633,78.3,0,47,2257.0,141.0,8.2,81.68
35,0,1.531,45.5,0,67,1300.0,71.0,7.9,46.34
35,0,1.656,88.4,2,67,1964.0,135.0,6.2,89.28
40,1,1.725,82.3,5,54,2819.0,131.0,8.2,85.63
38,1,1.825,58.5,4,40,2050.0,92.0,6.3,60.12
34,0,1.58,60.5,4,42,1320.0,97.0,8.6,60.91
29,1,1.703,68.0,1,49,2056.0,125.0,8.7,71.34
18,1,1.678,69.0,6,22,2412.0,154.0,7.4,71.34
34,1,1.658,55.7,2,57,1937.0,105.0,7.0,57.03
32,1,1.773,77.5,2,41,2713.0,131.0,6.0,80.14
32,1,1.8,77.5,5,46,2128.0,134.0,9.5,78.15
19,0,1.636,56.1,2,51,1300.0,95.0,5.6,55.2
20,1,1.752,62.8,4,70,2711.0,112.0,5.6,64.96
39,1,1.679,75.9,6,80,1904.0,116.0,6.3,74.59
30,0,1.637,47.4,1,82,1300.0,62.0,7.6,47.49
36,1,1.841,86.3,2,63,2129.0,138.0,4.4,86.67
30,1,1.726,83.3,1,47,1812.0,103.0,6.1,81.72
30,0,1.621,59.4,5,29,1943.0,88.0,6.9,61.45
38,0,1.632,65.3,2,104,1570.0,89.0,9.0,65.71
25,0,1.54,68.0,4,91,1400.0,142.0,6.7,66.28
31,0,1.691,63.6,1,73,1610.0,132.0,6.8,63.82
26,1,1.833,76.0,3,68,2522.0,123.0,8.5,78.71
26,0,1.663,63.3,6,48,1931.0,114.0,6.9,64.86
27,1,1.725,86.0,5,58,2244.0,166.0,5.5,85.32
32,0,1.584,70.7,2,73,1579.0,90.0,7.6,70.9
26,1,1.721,53.6,4,17,1647.0,95.0,5.1,53.86
41,0,1.588,68.8,1,43,2021.0,154.0,7.1,72.22
22,0,1.656,76.6,0,55,2199.0,113.0,8.1,78.96
28,0,1.5,67.9,4,17,1533.0,111.0,6.6,68.08
26,1,1.783,83.5,4,25,2383.0,135.0,6.5,85.11
43,1,1.77,77.5,0,42,1777.0,110.0,8.2,78.14
32,0,1.656,76.7,0,57,1910.0,127.0,7.0,77.71
39,0,1.64,72.3,6,85,1885.0,134.0,6.6,72.88
18,1,1.764,101.8,3,46,2683.0,89.0,7.3,102.97
32,0,1.49,61.1,3,93,1465.0,113.0,8.8,62.18
38,0,1.581,60.8,3,40,1944.0,80.0,6.4,62.52
31,1,1.485,46.1,4,52,1706.0,92.0,7.0,46.84
40,0,1.682,62.3,6,25,2039.0,112.0,4.9,63.05
25,1,1.66,51.7,4,46,2182.0,92.0,8.4,54.41
43,1,1.745,69.4,4,17,1977.0,121.0,6.2,69.82
51,1,1.739,85.3,3,123,2791.0,121.0,7.4,88.18
27,0,1.606,60.2,1,34,1785.0,81.0,8.9,62.01
26,0,1.703,82.4,6,62,2158.0,163.0,7.3,83.19
43,1,1.772,81.1,4,45,2226.0,119.0,8.6,82.81
44,0,1.623,58.8,4,50,1970.0,78.0,8.3,62.59
25,0,1.601,63.6,4,53,1874.0,118.0,7.5,65.93
26,0,1.693,74.9,3,74,2332.0,133.0,4.6,76.13
27,1,1.835,83.2,2,65,2496.0,130.0,4.4,83.85
18,0,1.627,65.6,3,60,1300.0,112.0,8.5,64.32
22,1,1.783,67.8,2,67,1532.0,110.0,7.5,65.71
21,1,1.652,61.8,3,62,1992.0,115.0,7.5,62.99
23,1,1.774,103.3,6,29,2759.0,203.0,6.6,105.48
30,1,1.774,88.4,1,50,1649.0,152.0,6.7,87.17
32,0,1.605,47.6,1,69,1300.0,89.0,6.9,47.84
44,1,1.65,49.6,4,43,2164.0,115.0,6.6,51.44
21,0,1.632,65.4,3,62,1903.0,118.0,7.5,65.83
39,1,1.818,93.3,2,77,2758.0,144.0,7.9,96.39
28,1,1.783,72.0,2,41,1991.0,75.0,6.0,71.97
30,0,1.631,72.8,1,75,1669.0,79.0,8.0,73.68
36,0,1.539,57.5,4,53,2038.0,106.0,7.2,59.78
20,1,1.719,69.0,6,56,2529.0,115.0,7.0,70.89
